,D,I1,I2,I3,q1,q2,q3,O1,O2,O3,O4,O5,O6,O7,FX,FY,FZ,E1,E2,E3,I4,I5
707,788,8.302695,0.732763,34,0.004334,-0.00013,-0.000113,-95,23.979178,57.087224,94.112715,0.444587,-8.149968,1.25569,-0.172773,-0.010916,0.348741,0,0.000002,0.000002,/home/martin/data/v2/filtered/788_r_img_blc.ppm,/home/martin/data/v2/filtered/788_l_img_blc.ppm
708,789,8.475981,-23.891388,34,0.004334,-0.00013,-0.000113,-95,23.979178,57.087224,94.112715,0.444587,-8.149968,1.25569,-0.172773,-0.010916,0.348741,0,0.000002,0.000002,/home/martin/data/v2/filtered/789_r_img_blc.ppm,/home/martin/data/v2/filtered/789_l_img_blc.ppm
709,790,-0.916388,-2.192303,34,0.004334,-0.00013,-0.000113,-95,23.979178,57.087224,94.112715,0.444587,-8.149968,1.25569,-0.172773,-0.010916,0.348741,0,0.000002,0.000002,/home/martin/data/v2/filtered/790_r_img_blc.ppm,/home/martin/data/v2/filtered/790_l_img_blc.ppm
710,791,-11.869568,-26.612629,34,0.004334,-0.00013,-0.000113,-95,23.979178,57.087224,94.112715,0.444587,-8.149968,1.25569,-0.172773,-0.010916,0.348741,0,0.000002,0.000002,/home/martin/data/v2/filtered/791_r_img_blc.ppm,/home/martin/data/v2/filtered/791_l_img_blc.ppm
711,792,0.605176,26.465161,35,0.004334,-0.00013,-0.000113,-78.653876,25.054455,31.925744,106,-1.929371,-0.000001,-17.200545,-0.150297,0.044701,0.338642,0.000025,0.000018,0.000008,/home/martin/data/v2/filtered/792_r_img_blc.ppm,/home/martin/data/v2/filtered/792_l_img_blc.ppm
712,794,-17.922743,27.941148,35,0.004334,-0.00013,-0.000113,-78.653876,25.054455,31.925744,106,-1.929371,-0.000001,-17.200545,-0.150297,0.044701,0.338642,0.000025,0.000018,0.000008,/home/martin/data/v2/filtered/794_r_img_blc.ppm,/home/martin/data/v2/filtered/794_l_img_blc.ppm
713,795,-15.526954,-9.664822,35,0.004334,-0.00013,-0.000113,-78.653876,25.054455,31.925744,106,-1.929371,-0.000001,-17.200545,-0.150297,0.044701,0.338642,0.000025,0.000018,0.000008,/home/martin/data/v2/filtered/795_r_img_blc.ppm,/home/martin/data/v2/filtered/795_l_img_blc.ppm
714,796,4.610911,-1.840438,36,0.004334,-0.00013,-0.000113,-93.067695,23.82948,60.590157,98.5584,-0.930835,0,-5.96898,-0.157755,-0.029525,0.323065,0.000005,0.000018,0.000009,/home/martin/data/v2/filtered/796_r_img_blc.ppm,/home/martin/data/v2/filtered/796_l_img_blc.ppm
715,797,-8.33607,-17.840228,36,0.004334,-0.00013,-0.000113,-93.067695,23.82948,60.590157,98.5584,-0.930835,0,-5.96898,-0.157755,-0.029525,0.323065,0.000005,0.000018,0.000009,/home/martin/data/v2/filtered/797_r_img_blc.ppm,/home/martin/data/v2/filtered/797_l_img_blc.ppm
716,798,-17.99654,-0.216046,36,0.004334,-0.00013,-0.000113,-93.067695,23.82948,60.590157,98.5584,-0.930835,0,-5.96898,-0.157755,-0.029525,0.323065,0.000005,0.000018,0.000009,/home/martin/data/v2/filtered/798_r_img_blc.ppm,/home/martin/data/v2/filtered/798_l_img_blc.ppm
717,799,-11.019059,-29.535112,36,0.004334,-0.00013,-0.000113,-93.067695,23.82948,60.590157,98.5584,-0.930835,0,-5.96898,-0.157755,-0.029525,0.323065,0.000005,0.000018,0.000009,/home/martin/data/v2/filtered/799_r_img_blc.ppm,/home/martin/data/v2/filtered/799_l_img_blc.ppm
718,801,9.265444,-23.422836,37,0.004334,-0.00013,-0.000113,-95,23.620122,65.489132,102.181951,-16.650557,-17.998783,5.613428,-0.152869,-0.033871,0.333256,0.000199,0.003153,0.002872,/home/martin/data/v2/filtered/801_r_img_blc.ppm,/home/martin/data/v2/filtered/801_l_img_blc.ppm
719,802,-18.531063,-13.536143,37,0.004334,-0.00013,-0.000113,-95,23.620122,65.489132,102.181951,-16.650557,-17.998783,5.613428,-0.152869,-0.033871,0.333256,0.000199,0.003153,0.002872,/home/martin/data/v2/filtered/802_r_img_blc.ppm,/home/martin/data/v2/filtered/802_l_img_blc.ppm
720,803,-4.950833,-20.938722,37,0.004334,-0.00013,-0.000113,-95,23.620122,65.489132,102.181951,-16.650557,-17.998783,5.613428,-0.152869,-0.033871,0.333256,0.000199,0.003153,0.002872,/home/martin/data/v2/filtered/803_r_img_blc.ppm,/home/martin/data/v2/filtered/803_l_img_blc.ppm
721,804,-7.645279,25.523769,38,0.004334,0.00013,0.000113,-76.869306,24.849292,38.193297,106,-36.814589,0,-20,-0.142904,0.039748,0.32377,0.004694,0.002501,0.005277,/home/martin/data/v2/filtered/804_r_img_blc.ppm,/home/martin/data/v2/filtered/804_l_img_blc.ppm
722,805,-15.634368,17.507074,38,0.004334,0.00013,0.000113,-76.869306,24.849292,38.193297,106,-36.814589,0,-20,-0.142904,0.039748,0.32377,0.004694,0.002501,0.005277,/home/martin/data/v2/filtered/805_r_img_blc.ppm,/home/martin/data/v2/filtered/805_l_img_blc.ppm
723,806,-18.397154,26.465863,38,0.004334,0.00013,0.000113,-76.869306,24.849292,38.193297,106,-36.814589,0,-20,-0.142904,0.039748,0.32377,0.004694,0.002501,0.005277,/home/martin/data/v2/filtered/806_r_img_blc.ppm,/home/martin/data/v2/filtered/806_l_img_blc.ppm
724,807,-18.855043,14.675748,38,0.004334,0.00013,0.000113,-76.869306,24.849292,38.193297,106,-36.814589,0,-20,-0.142904,0.039748,0.32377,0.004694,0.002501,0.005277,/home/martin/data/v2/filtered/807_r_img_blc.ppm,/home/martin/data/v2/filtered/807_l_img_blc.ppm
725,809,-8.439828,-29.657069,39,0.004334,-0.00013,-0.000113,-95,23.739565,62.694164,101.56792,-1.174619,-1.430721,-3.868942,-0.145429,-0.033416,0.323233,0.000002,0.000009,0.000004,/home/martin/data/v2/filtered/809_r_img_blc.ppm,/home/martin/data/v2/filtered/809_l_img_blc.ppm
726,810,-18.113527,-1.596924,39,0.004334,-0.00013,-0.000113,-95,23.739565,62.694164,101.56792,-1.174619,-1.430721,-3.868942,-0.145429,-0.033416,0.323233,0.000002,0.000009,0.000004,/home/martin/data/v2/filtered/810_r_img_blc.ppm,/home/martin/data/v2/filtered/810_l_img_blc.ppm
727,811,-18.213294,-26.322511,39,0.004334,-0.00013,-0.000113,-95,23.739565,62.694164,101.56792,-1.174619,-1.430721,-3.868942,-0.145429,-0.033416,0.323233,0.000002,0.000009,0.000004,/home/martin/data/v2/filtered/811_r_img_blc.ppm,/home/martin/data/v2/filtered/811_l_img_blc.ppm
728,813,-7.148694,-24.105782,40,0.004334,0.00013,0.000113,-95,23.555089,67.01091,105.850676,-4.889588,-16.894646,6.219434,-0.140968,-0.035375,0.324182,0.000035,0.00025,0.000212,/home/martin/data/v2/filtered/813_r_img_blc.ppm,/home/martin/data/v2/filtered/813_l_img_blc.ppm
729,815,-15.261851,-21.657097,40,0.004334,0.00013,0.000113,-95,23.555089,67.01091,105.850676,-4.889588,-16.894646,6.219434,-0.140968,-0.035375,0.324182,0.000035,0.00025,0.000212,/home/martin/data/v2/filtered/815_r_img_blc.ppm,/home/martin/data/v2/filtered/815_l_img_blc.ppm
730,817,9.552203,-27.830809,41,0.004334,-0.00013,-0.000113,-95,23.753683,62.363812,105.729149,-38.176977,-19.649037,3.91839,-0.136806,-0.037692,0.351088,0.002353,0.014519,0.014396,/home/martin/data/v2/filtered/817_r_img_blc.ppm,/home/martin/data/v2/filtered/817_l_img_blc.ppm
731,818,-14.455294,-2.399635,41,0.004334,-0.00013,-0.000113,-95,23.753683,62.363812,105.729149,-38.176977,-19.649037,3.91839,-0.136806,-0.037692,0.351088,0.002353,0.014519,0.014396,/home/martin/data/v2/filtered/818_r_img_blc.ppm,/home/martin/data/v2/filtered/818_l_img_blc.ppm
732,819,7.352751,-28.256017,41,0.004334,-0.00013,-0.000113,-95,23.753683,62.363812,105.729149,-38.176977,-19.649037,3.91839,-0.136806,-0.037692,0.351088,0.002353,0.014519,0.014396,/home/martin/data/v2/filtered/819_r_img_blc.ppm,/home/martin/data/v2/filtered/819_l_img_blc.ppm
733,820,-1.026454,26.508819,36,0.00433,0.00013,0.000113,-74.419782,24.842752,36.87959,106,-20.732709,0,-20,-0.154997,0.033122,0.321198,0.000001,0,0.000001,/home/martin/data/v2/filtered/820_r_img_blc.ppm,/home/martin/data/v2/filtered/820_l_img_blc.ppm
734,821,-12.25855,6.862554,36,0.00433,0.00013,0.000113,-74.419782,24.842752,36.87959,106,-20.732709,0,-20,-0.154997,0.033122,0.321198,0.000001,0,0.000001,/home/martin/data/v2/filtered/821_r_img_blc.ppm,/home/martin/data/v2/filtered/821_l_img_blc.ppm
735,822,-19.354935,19.322579,36,0.00433,0.00013,0.000113,-74.419782,24.842752,36.87959,106,-20.732709,0,-20,-0.154997,0.033122,0.321198,0.000001,0,0.000001,/home/martin/data/v2/filtered/822_r_img_blc.ppm,/home/martin/data/v2/filtered/822_l_img_blc.ppm
736,824,-5.729891,-1.706514,36,0.004331,-0.00013,-0.000113,-85.170404,24.216476,51.534459,100.765732,-1.076305,-0.000002,-8.350645,-0.164604,-0.010859,0.321332,0.000001,0.000003,0.000002,/home/martin/data/v2/filtered/824_r_img_blc.ppm,/home/martin/data/v2/filtered/824_l_img_blc.ppm
737,825,0.407243,-10.971218,36,0.004331,-0.00013,-0.000113,-85.170404,24.216476,51.534459,100.765732,-1.076305,-0.000002,-8.350645,-0.164604,-0.010859,0.321332,0.000001,0.000003,0.000002,/home/martin/data/v2/filtered/825_r_img_blc.ppm,/home/martin/data/v2/filtered/825_l_img_blc.ppm
738,826,-11.278509,18.869581,36,0.004331,-0.00013,-0.000113,-85.170404,24.216476,51.534459,100.765732,-1.076305,-0.000002,-8.350645,-0.164604,-0.010859,0.321332,0.000001,0.000003,0.000002,/home/martin/data/v2/filtered/826_r_img_blc.ppm,/home/martin/data/v2/filtered/826_l_img_blc.ppm
739,827,-18.851133,-13.476496,36,0.004331,-0.00013,-0.000113,-85.170404,24.216476,51.534459,100.765732,-1.076305,-0.000002,-8.350645,-0.164604,-0.010859,0.321332,0.000001,0.000003,0.000002,/home/martin/data/v2/filtered/827_r_img_blc.ppm,/home/martin/data/v2/filtered/827_l_img_blc.ppm
740,828,2.909398,14.438014,36,0.004333,0.00013,0.000113,-93.264235,23.974601,57.194331,96.148049,-1.492655,0,-6.076655,-0.163807,-0.019638,0.333915,0.000004,0.000019,0.000011,/home/martin/data/v2/filtered/828_r_img_blc.ppm,/home/martin/data/v2/filtered/828_l_img_blc.ppm
741,829,4.431222,-18.665373,36,0.004333,0.00013,0.000113,-93.264235,23.974601,57.194331,96.148049,-1.492655,0,-6.076655,-0.163807,-0.019638,0.333915,0.000004,0.000019,0.000011,/home/martin/data/v2/filtered/829_r_img_blc.ppm,/home/martin/data/v2/filtered/829_l_img_blc.ppm
742,830,-15.228231,-4.902164,36,0.004333,0.00013,0.000113,-93.264235,23.974601,57.194331,96.148049,-1.492655,0,-6.076655,-0.163807,-0.019638,0.333915,0.000004,0.000019,0.000011,/home/martin/data/v2/filtered/830_r_img_blc.ppm,/home/martin/data/v2/filtered/830_l_img_blc.ppm
743,831,-3.688155,-21.585782,36,0.004333,0.00013,0.000113,-93.264235,23.974601,57.194331,96.148049,-1.492655,0,-6.076655,-0.163807,-0.019638,0.333915,0.000004,0.000019,0.000011,/home/martin/data/v2/filtered/831_r_img_blc.ppm,/home/martin/data/v2/filtered/831_l_img_blc.ppm
744,832,-2.94622,-6.822273,36,0.004334,0.00013,0.000113,-95,23.594823,66.081119,102.206155,-24.20442,-18.685565,5.072056,-0.152914,-0.03808,0.333938,0.000358,0.005846,0.005219,/home/martin/data/v2/filtered/832_r_img_blc.ppm,/home/martin/data/v2/filtered/832_l_img_blc.ppm
745,833,-0.383092,-28.583999,36,0.004334,0.00013,0.000113,-95,23.594823,66.081119,102.206155,-24.20442,-18.685565,5.072056,-0.152914,-0.03808,0.333938,0.000358,0.005846,0.005219,/home/martin/data/v2/filtered/833_r_img_blc.ppm,/home/martin/data/v2/filtered/833_l_img_blc.ppm
746,834,-8.114955,0.135234,36,0.004334,0.00013,0.000113,-95,23.594823,66.081119,102.206155,-24.20442,-18.685565,5.072056,-0.152914,-0.03808,0.333938,0.000358,0.005846,0.005219,/home/martin/data/v2/filtered/834_r_img_blc.ppm,/home/martin/data/v2/filtered/834_l_img_blc.ppm
747,835,-4.846298,-29.371306,36,0.004334,0.00013,0.000113,-95,23.594823,66.081119,102.206155,-24.20442,-18.685565,5.072056,-0.152914,-0.03808,0.333938,0.000358,0.005846,0.005219,/home/martin/data/v2/filtered/835_r_img_blc.ppm,/home/martin/data/v2/filtered/835_l_img_blc.ppm
748,837,-12.885461,-29.486734,36,0.004334,-0.00013,-0.000113,-95,23.538514,67.398755,102.418603,0.93573,-13.255447,4.322474,-0.151437,-0.0378,0.321955,0,0.000001,0.000001,/home/martin/data/v2/filtered/837_r_img_blc.ppm,/home/martin/data/v2/filtered/837_l_img_blc.ppm
749,839,-18.111949,-23.406747,36,0.004334,-0.00013,-0.000113,-95,23.538514,67.398755,102.418603,0.93573,-13.255447,4.322474,-0.151437,-0.0378,0.321955,0,0.000001,0.000001,/home/martin/data/v2/filtered/839_r_img_blc.ppm,/home/martin/data/v2/filtered/839_l_img_blc.ppm
750,840,7.348486,0.288328,36,0.004334,0.00013,0.000113,-95,23.729953,62.91908,100.000796,-21.698426,-18.381781,5.297128,-0.159253,-0.029589,0.344783,0.000131,0.006312,0.006342,/home/martin/data/v2/filtered/840_r_img_blc.ppm,/home/martin/data/v2/filtered/840_l_img_blc.ppm
751,841,6.775895,-19.234641,36,0.004334,0.00013,0.000113,-95,23.729953,62.91908,100.000796,-21.698426,-18.381781,5.297128,-0.159253,-0.029589,0.344783,0.000131,0.006312,0.006342,/home/martin/data/v2/filtered/841_r_img_blc.ppm,/home/martin/data/v2/filtered/841_l_img_blc.ppm
752,843,-4.325359,-17.767978,36,0.004334,0.00013,0.000113,-95,23.729953,62.91908,100.000796,-21.698426,-18.381781,5.297128,-0.159253,-0.029589,0.344783,0.000131,0.006312,0.006342,/home/martin/data/v2/filtered/843_r_img_blc.ppm,/home/martin/data/v2/filtered/843_l_img_blc.ppm
753,845,8.974251,-24.303055,36,0.004334,0.00013,0.000113,-95,23.661245,64.526844,102.158045,47.036686,-11.102958,5.763076,-0.151932,-0.039409,0.343576,0.000742,0.011185,0.010524,/home/martin/data/v2/filtered/845_r_img_blc.ppm,/home/martin/data/v2/filtered/845_l_img_blc.ppm
754,847,-6.898994,-29.376896,36,0.004334,0.00013,0.000113,-95,23.661245,64.526844,102.158045,47.036686,-11.102958,5.763076,-0.151932,-0.039409,0.343576,0.000742,0.011185,0.010524,/home/martin/data/v2/filtered/847_r_img_blc.ppm,/home/martin/data/v2/filtered/847_l_img_blc.ppm
755,849,8.502975,-27.710015,36,0.004334,-0.00013,-0.000113,-95,23.676809,64.162652,104.395307,-35.252679,-19.491863,4.161297,-0.142347,-0.047241,0.351112,0.002351,0.019497,0.018344,/home/martin/data/v2/filtered/849_r_img_blc.ppm,/home/martin/data/v2/filtered/849_l_img_blc.ppm
756,851,4.969807,-29.70802,36,0.004334,-0.00013,-0.000113,-95,23.676809,64.162652,104.395307,-35.252679,-19.491863,4.161297,-0.142347,-0.047241,0.351112,0.002351,0.019497,0.018344,/home/martin/data/v2/filtered/851_r_img_blc.ppm,/home/martin/data/v2/filtered/851_l_img_blc.ppm
757,852,1.034293,3.518639,36,0.004334,0.00013,0.000113,-88.01783,24.220578,51.438461,98.273494,-1.779246,0,-7.677018,-0.166486,-0.007933,0.331181,0.000002,0.000005,0.000003,/home/martin/data/v2/filtered/852_r_img_blc.ppm,/home/martin/data/v2/filtered/852_l_img_blc.ppm
758,853,5.908438,-20.386698,36,0.004334,0.00013,0.000113,-88.01783,24.220578,51.438461,98.273494,-1.779246,0,-7.677018,-0.166486,-0.007933,0.331181,0.000002,0.000005,0.000003,/home/martin/data/v2/filtered/853_r_img_blc.ppm,/home/martin/data/v2/filtered/853_l_img_blc.ppm
759,854,-7.651514,15.402488,36,0.004334,0.00013,0.000113,-88.01783,24.220578,51.438461,98.273494,-1.779246,0,-7.677018,-0.166486,-0.007933,0.331181,0.000002,0.000005,0.000003,/home/martin/data/v2/filtered/854_r_img_blc.ppm,/home/martin/data/v2/filtered/854_l_img_blc.ppm
760,855,-14.37294,-13.076271,36,0.004334,0.00013,0.000113,-88.01783,24.220578,51.438461,98.273494,-1.779246,0,-7.677018,-0.166486,-0.007933,0.331181,0.000002,0.000005,0.000003,/home/martin/data/v2/filtered/855_r_img_blc.ppm,/home/martin/data/v2/filtered/855_l_img_blc.ppm
761,856,5.709186,14.752361,36,0.004334,0.00013,0.000113,-88.159949,24.387675,47.528394,97.487612,-1.634094,0,-7.958391,-0.167336,0.00403,0.340983,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/856_r_img_blc.ppm,/home/martin/data/v2/filtered/856_l_img_blc.ppm
762,857,5.061634,-15.164071,36,0.004334,0.00013,0.000113,-88.159949,24.387675,47.528394,97.487612,-1.634094,0,-7.958391,-0.167336,0.00403,0.340983,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/857_r_img_blc.ppm,/home/martin/data/v2/filtered/857_l_img_blc.ppm
763,858,-19.792534,17.152665,36,0.004334,0.00013,0.000113,-88.159949,24.387675,47.528394,97.487612,-1.634094,0,-7.958391,-0.167336,0.00403,0.340983,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/858_r_img_blc.ppm,/home/martin/data/v2/filtered/858_l_img_blc.ppm
764,859,-8.697798,1.562945,36,0.004334,0.00013,0.000113,-88.159949,24.387675,47.528394,97.487612,-1.634094,0,-7.958391,-0.167336,0.00403,0.340983,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/859_r_img_blc.ppm,/home/martin/data/v2/filtered/859_l_img_blc.ppm
765,860,6.167496,27.783036,36,0.004334,0.00013,0.000113,-79.761706,25.026193,32.587078,106,-1.902089,0,-16.688294,-0.147956,0.043328,0.340719,0.000009,0.000007,0.000003,/home/martin/data/v2/filtered/860_r_img_blc.ppm,/home/martin/data/v2/filtered/860_l_img_blc.ppm
766,862,-11.678039,27.118375,36,0.004334,0.00013,0.000113,-79.761706,25.026193,32.587078,106,-1.902089,0,-16.688294,-0.147956,0.043328,0.340719,0.000009,0.000007,0.000003,/home/martin/data/v2/filtered/862_r_img_blc.ppm,/home/martin/data/v2/filtered/862_l_img_blc.ppm
767,863,-15.760316,18.894735,36,0.004334,0.00013,0.000113,-79.761706,25.026193,32.587078,106,-1.902089,0,-16.688294,-0.147956,0.043328,0.340719,0.000009,0.000007,0.000003,/home/martin/data/v2/filtered/863_r_img_blc.ppm,/home/martin/data/v2/filtered/863_l_img_blc.ppm
768,865,9.385251,-29.152591,37,0.004334,-0.00013,-0.000113,-95,23.628809,65.285863,103.409548,-19.401834,-18.250541,5.428846,-0.147803,-0.040031,0.338987,0.000883,0.009558,0.008708,/home/martin/data/v2/filtered/865_r_img_blc.ppm,/home/martin/data/v2/filtered/865_l_img_blc.ppm
769,866,-12.625425,6.855638,37,0.004334,-0.00013,-0.000113,-95,23.628809,65.285863,103.409548,-19.401834,-18.250541,5.428846,-0.147803,-0.040031,0.338987,0.000883,0.009558,0.008708,/home/martin/data/v2/filtered/866_r_img_blc.ppm,/home/martin/data/v2/filtered/866_l_img_blc.ppm
770,867,-4.873498,-29.42331,37,0.004334,-0.00013,-0.000113,-95,23.628809,65.285863,103.409548,-19.401834,-18.250541,5.428846,-0.147803,-0.040031,0.338987,0.000883,0.009558,0.008708,/home/martin/data/v2/filtered/867_r_img_blc.ppm,/home/martin/data/v2/filtered/867_l_img_blc.ppm
771,868,0.986984,23.075178,37,0.004334,0.00013,0.000113,-81.809759,24.426306,46.640149,102.811464,-1.978177,-0.008124,-10.328246,-0.162724,0.000773,0.322167,0.000084,0.000162,0.000088,/home/martin/data/v2/filtered/868_r_img_blc.ppm,/home/martin/data/v2/filtered/868_l_img_blc.ppm
772,869,0.345348,-27.179499,37,0.004334,0.00013,0.000113,-81.809759,24.426306,46.640149,102.811464,-1.978177,-0.008124,-10.328246,-0.162724,0.000773,0.322167,0.000084,0.000162,0.000088,/home/martin/data/v2/filtered/869_r_img_blc.ppm,/home/martin/data/v2/filtered/869_l_img_blc.ppm
773,870,-17.28799,15.445803,37,0.004334,0.00013,0.000113,-81.809759,24.426306,46.640149,102.811464,-1.978177,-0.008124,-10.328246,-0.162724,0.000773,0.322167,0.000084,0.000162,0.000088,/home/martin/data/v2/filtered/870_r_img_blc.ppm,/home/martin/data/v2/filtered/870_l_img_blc.ppm
774,871,-14.204951,0.549698,37,0.004334,0.00013,0.000113,-81.809759,24.426306,46.640149,102.811464,-1.978177,-0.008124,-10.328246,-0.162724,0.000773,0.322167,0.000084,0.000162,0.000088,/home/martin/data/v2/filtered/871_r_img_blc.ppm,/home/martin/data/v2/filtered/871_l_img_blc.ppm
775,872,3.560923,15.527858,37,0.004334,0.00013,0.000113,-80.474198,24.460979,45.813071,103.974453,-1.27573,0,-10.326679,-0.162188,0.002188,0.319669,0.000002,0.000004,0.000002,/home/martin/data/v2/filtered/872_r_img_blc.ppm,/home/martin/data/v2/filtered/872_l_img_blc.ppm
776,873,7.911169,-26.697447,37,0.004334,0.00013,0.000113,-80.474198,24.460979,45.813071,103.974453,-1.27573,0,-10.326679,-0.162188,0.002188,0.319669,0.000002,0.000004,0.000002,/home/martin/data/v2/filtered/873_r_img_blc.ppm,/home/martin/data/v2/filtered/873_l_img_blc.ppm
777,874,-15.062736,23.84558,37,0.004334,0.00013,0.000113,-80.474198,24.460979,45.813071,103.974453,-1.27573,0,-10.326679,-0.162188,0.002188,0.319669,0.000002,0.000004,0.000002,/home/martin/data/v2/filtered/874_r_img_blc.ppm,/home/martin/data/v2/filtered/874_l_img_blc.ppm
778,875,-13.549977,-19.132323,37,0.004334,0.00013,0.000113,-80.474198,24.460979,45.813071,103.974453,-1.27573,0,-10.326679,-0.162188,0.002188,0.319669,0.000002,0.000004,0.000002,/home/martin/data/v2/filtered/875_r_img_blc.ppm,/home/martin/data/v2/filtered/875_l_img_blc.ppm
779,876,7.367916,16.71382,37,0.004334,-0.00013,-0.000113,-91.725823,24.027784,55.949852,97.844384,-1.354209,0,-6.504221,-0.161106,-0.017931,0.331655,0.000001,0.000002,0.000001,/home/martin/data/v2/filtered/876_r_img_blc.ppm,/home/martin/data/v2/filtered/876_l_img_blc.ppm
780,877,6.243668,-21.626299,37,0.004334,-0.00013,-0.000113,-91.725823,24.027784,55.949852,97.844384,-1.354209,0,-6.504221,-0.161106,-0.017931,0.331655,0.000001,0.000002,0.000001,/home/martin/data/v2/filtered/877_r_img_blc.ppm,/home/martin/data/v2/filtered/877_l_img_blc.ppm
781,878,-13.065014,23.432474,37,0.004334,-0.00013,-0.000113,-91.725823,24.027784,55.949852,97.844384,-1.354209,0,-6.504221,-0.161106,-0.017931,0.331655,0.000001,0.000002,0.000001,/home/martin/data/v2/filtered/878_r_img_blc.ppm,/home/martin/data/v2/filtered/878_l_img_blc.ppm
782,879,-12.089354,-13.63212,37,0.004334,-0.00013,-0.000113,-91.725823,24.027784,55.949852,97.844384,-1.354209,0,-6.504221,-0.161106,-0.017931,0.331655,0.000001,0.000002,0.000001,/home/martin/data/v2/filtered/879_r_img_blc.ppm,/home/martin/data/v2/filtered/879_l_img_blc.ppm
783,880,6.87746,5.322498,37,0.004334,-0.00013,-0.000113,-81.40645,24.402241,47.229912,103.009796,-3.470912,-0.024081,-10.717832,-0.162221,-0.000977,0.319662,0.000108,0.00019,0.000103,/home/martin/data/v2/filtered/880_r_img_blc.ppm,/home/martin/data/v2/filtered/880_l_img_blc.ppm
784,881,4.521259,-18.414629,37,0.004334,-0.00013,-0.000113,-81.40645,24.402241,47.229912,103.009796,-3.470912,-0.024081,-10.717832,-0.162221,-0.000977,0.319662,0.000108,0.00019,0.000103,/home/martin/data/v2/filtered/881_r_img_blc.ppm,/home/martin/data/v2/filtered/881_l_img_blc.ppm
785,882,-18.300697,23.415969,37,0.004334,-0.00013,-0.000113,-81.40645,24.402241,47.229912,103.009796,-3.470912,-0.024081,-10.717832,-0.162221,-0.000977,0.319662,0.000108,0.00019,0.000103,/home/martin/data/v2/filtered/882_r_img_blc.ppm,/home/martin/data/v2/filtered/882_l_img_blc.ppm
786,883,-18.227856,-29.523184,37,0.004334,-0.00013,-0.000113,-81.40645,24.402241,47.229912,103.009796,-3.470912,-0.024081,-10.717832,-0.162221,-0.000977,0.319662,0.000108,0.00019,0.000103,/home/martin/data/v2/filtered/883_r_img_blc.ppm,/home/martin/data/v2/filtered/883_l_img_blc.ppm
787,884,-1.102169,20.226939,37,0.004334,-0.00013,-0.000113,-85.953083,24.385928,47.569275,99.961979,-1.387602,0,-8.638931,-0.164164,0.001467,0.333414,0,0.000002,0.000001,/home/martin/data/v2/filtered/884_r_img_blc.ppm,/home/martin/data/v2/filtered/884_l_img_blc.ppm
788,885,-0.184194,1.199243,37,0.004334,-0.00013,-0.000113,-85.953083,24.385928,47.569275,99.961979,-1.387602,0,-8.638931,-0.164164,0.001467,0.333414,0,0.000002,0.000001,/home/martin/data/v2/filtered/885_r_img_blc.ppm,/home/martin/data/v2/filtered/885_l_img_blc.ppm
789,886,-10.214717,19.163471,37,0.004334,-0.00013,-0.000113,-85.953083,24.385928,47.569275,99.961979,-1.387602,0,-8.638931,-0.164164,0.001467,0.333414,0,0.000002,0.000001,/home/martin/data/v2/filtered/886_r_img_blc.ppm,/home/martin/data/v2/filtered/886_l_img_blc.ppm
790,887,-6.031868,-26.179578,37,0.004334,-0.00013,-0.000113,-85.953083,24.385928,47.569275,99.961979,-1.387602,0,-8.638931,-0.164164,0.001467,0.333414,0,0.000002,0.000001,/home/martin/data/v2/filtered/887_r_img_blc.ppm,/home/martin/data/v2/filtered/887_l_img_blc.ppm
791,888,7.128701,16.120396,37,0.004334,-0.00013,-0.000113,-82.393879,24.781816,38.305492,103.279148,-1.073391,0,-11.022755,-0.157637,0.026897,0.340804,0.000003,0.000004,0.000002,/home/martin/data/v2/filtered/888_r_img_blc.ppm,/home/martin/data/v2/filtered/888_l_img_blc.ppm
792,889,2.302471,-5.730167,37,0.004334,-0.00013,-0.000113,-82.393879,24.781816,38.305492,103.279148,-1.073391,0,-11.022755,-0.157637,0.026897,0.340804,0.000003,0.000004,0.000002,/home/martin/data/v2/filtered/889_r_img_blc.ppm,/home/martin/data/v2/filtered/889_l_img_blc.ppm
793,890,-8.632371,29.539434,37,0.004334,-0.00013,-0.000113,-82.393879,24.781816,38.305492,103.279148,-1.073391,0,-11.022755,-0.157637,0.026897,0.340804,0.000003,0.000004,0.000002,/home/martin/data/v2/filtered/890_r_img_blc.ppm,/home/martin/data/v2/filtered/890_l_img_blc.ppm
794,891,-2.061886,-1.233501,37,0.004334,-0.00013,-0.000113,-82.393879,24.781816,38.305492,103.279148,-1.073391,0,-11.022755,-0.157637,0.026897,0.340804,0.000003,0.000004,0.000002,/home/martin/data/v2/filtered/891_r_img_blc.ppm,/home/martin/data/v2/filtered/891_l_img_blc.ppm
795,892,5.196906,18.720671,37,0.004334,0.00013,0.000113,-83.784242,24.795274,37.990581,102.580975,-1.513427,0,-10.747329,-0.156176,0.029232,0.345623,0.000003,0.000004,0.000003,/home/martin/data/v2/filtered/892_r_img_blc.ppm,/home/martin/data/v2/filtered/892_l_img_blc.ppm
